"Kods","RegNr","Regions","Nosaukums","Adrese","Epasts","Talrunis","DirektoraVards","DirektoraUzvards","Plusma","Izglitojamie","Urbanizacija"
381310,"3813900701","Rīgas Zemgales priekšpilsēta","Rīgas Mūzikas internātvidusskola","KALNCIEMA IELA 160, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1046","rmivs@riga.lv","67612391","VĒSMA","GRUGULE","Latviešu",337,"riga"
381311,"3816900724","Rīgas Zemgales priekšpilsēta","Rīgas Zolitūdes ģimnāzija","RUSES IELA 22, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1029","rzolg@riga.lv","67405913, 67405912","SVETLANA","SEMENKO","Krievu",1469,"riga"
381312,"3813900723","Rīgas Zemgales priekšpilsēta","Rīgas 94. vidusskola","OZOLCIEMA IELA 26, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1058","r94vs@riga.lv","67675805, 67672700","VLADIMIRS","KOMAROVS","Latviešu",545,"riga"
381313,"3813900727","Rīgas Zemgales priekšpilsēta","Rīgas 95. vidusskola","BRUKNAS IELA 5, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1058","r95vs@riga.lv","67675758","SERGEJS","VERHOVSKIS","Krievu",1057,"riga"
381315,"3816900700","Rīgas Zemgales priekšpilsēta","Ziemeļvalstu ģimnāzija","PAULA LEJIŅA IELA 12, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1029","zvg@riga.lv","67406969, 67406995","INGA","LANDE","Latviešu",896,"riga"
381380,"3813800960","Rīgas Zemgales priekšpilsēta","Rīgas vispārizglītojošā privātā vidusskola ""Evrika""","APUZES IELA 74, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1029","skolevrika@inbox.lv","67401241, 67406809","VALĒRIJS","BUHVALOVS","Krievu",174,"riga"
381381,"3813801134","Rīgas Zemgales priekšpilsēta","Rīgas Katoļu ģimnāzija","OJĀRA VĀCIEŠA IELA 6, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1004","rkg@e-apollo.lv","67611206","ANNA","JERMAKOVIČA","Latviešu",115,"riga"
381401,"3814900734","Rīgas Zemgales priekšpilsēta","Rīgas 14. vakara (maiņu) vidusskola","MARGRIETAS IELA 4, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1046","r14vmvs@riga.lv","67611023","NORA","SMILGA","LK",367,"riga"
382201,"3822900729","Rīgas Zemgales priekšpilsēta","Rīgas 3. speciālā pamatskola","TELTS IELA 2a, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1004","r3sps@riga.lv","67612643","INTA","BALODE","LK",95,"riga"
382501,"3825902960","Rīgas Zemgales priekšpilsēta","Rīgas internātvidusskola bērniem ar dzirdes traucējumiem","GRAUDU IELA 21, ZEMGALES PRIEKŠPILSĒTA, RĪGA, LV-1058","rivsbadzt@riga.lv","67181909, 67181907, 67181908","KRISTIĀNA","PAUNIŅA","Latviešu",60,"riga"
391181,"3911803029","Rīgas Ziemeļu rajons","Rīgas Montessori sākumskola","PULKVEŽA BRIEŽA IELA 4 - 2, ZIEMEĻU RAJONS, RĪGA, LV-1010","bernumaja@gmail.com","26161755","KATE","PELĒCE","Latviešu",14,"riga"
391201,"3912900813","Rīgas Ziemeļu rajons","Rīgas 7. pamatskola","JAUNCIEMA 4. ŠĶĒRSLĪNIJA 4, ZIEMEĻU RAJONS, RĪGA, LV-1023","r7ps@riga.lv","67340135, 67348841, 67340179","ELVĪRA","MOZAĻEVSKA","Latviešu",110,"riga"
391280,"3912802830","Rīgas Ziemeļu rajons","ŽILA VERNA RĪGAS FRANČU SKOLA","PATVERSMES IELA 20, ZIEMEĻU RAJONS, RĪGA, LV-1005","administrateur@ecolejulesverne.lv","26466400, 29141791","Marianna","DROBOT","Franču",75,"riga"
391302,"3913900820","Rīgas Ziemeļu rajons","Rīgas Jāņa Poruka vidusskola","GAUJAS IELA 23, ZIEMEĻU RAJONS, RĪGA, LV-1026","rjpvs@riga.lv","67518607","ŽANETE","TAURIŅA","Latviešu",404,"riga"
391303,"3913900824","Rīgas Ziemeļu rajons","Rīgas 10. vidusskola","LENČU IELA 1, ZIEMEĻU RAJONS, RĪGA, LV-1010","r10vs@riga.lv","67333330, 67333423","NADEŽDA","IKAUNIECE","Krievu",824,"riga"
391304,"3913900817","Rīgas Ziemeļu rajons","Rīgas 13. vidusskola","PULKVEŽA BRIEŽA IELA 25, ZIEMEĻU RAJONS, RĪGA, LV-1010","r13vs@riga.lv","67331909, 67332055, 67331835","LUDMILA","KRUTIKOVA","Krievu",677,"riga"
391305,"3913900823","Rīgas Ziemeļu rajons","Rīgas 28. vidusskola","SLIEŽU IELA 23, ZIEMEĻU RAJONS, RĪGA, LV-1005","r28vs@riga.lv","67395842","GUNTARS","JIRGENSONS","Latviešu",318,"riga"
391306,"3913900826","Rīgas Ziemeļu rajons","Rīgas 31. vidusskola","SKUJU IELA 11, ZIEMEĻU RAJONS, RĪGA, LV-1015","r31vs@riga.lv","67343230","IVETA","STIVRIŅA","Latviešu",509,"riga"
391309,"3913900827","Rīgas Ziemeļu rajons","Rīgas 46. vidusskola","SKUJU IELA 28, ZIEMEĻU RAJONS, RĪGA, LV-1015","r46vs@riga.lv","67340360, 67343005","BORISS","ANTONOVS","Krievu",496,"riga"
391311,"3913900821","Rīgas Ziemeļu rajons","Puškina licejs","SARKANDAUGAVAS IELA 22, ZIEMEĻU RAJONS, RĪGA, LV-1005","pl@riga.lv","67393861, 67393813","GAĻINA","VOITEKA","Krievu",686,"riga"
391314,"3913900828","Rīgas Ziemeļu rajons","Rīgas 29. vidusskola","LĒDURGAS IELA 26, ZIEMEĻU RAJONS, RĪGA, LV-1034","r29vs@riga.lv","67396714, 67396061","OLGA","POLUŠKINA","Krievu",263,"riga"
391315,"3913900818","Rīgas Ziemeļu rajons","Rīgas Rīnūžu vidusskola","AUGUSTA DOMBROVSKA IELA 88, ZIEMEĻU RAJONS, RĪGA, LV-1015","rrinvs@riga.lv","67345707, 67344889","DENISS","KĻUKINS","Krievu",640,"riga"
391316,"3913900822","Rīgas Ziemeļu rajons","Rīgas 37. vidusskola","ČIEKURKALNA 1. LĪNIJA 53, ZIEMEĻU RAJONS, RĪGA, LV-1026","r37vs@riga.lv","67552052, 67553581","LOLITA","SEMJONOVA","Krievu",190,"riga"
391317,"3913901617","Rīgas Ziemeļu rajons","Rīgas Kultūru vidusskola","GANĪBU DAMBIS 7, ZIEMEĻU RAJONS, RĪGA, LV-1045","rklvs@riga.lv","67381099, 67969118","SOLVEIGA LINDA","REMESE","Latviešu",722,"riga"
391318,"3919902869","Rīgas Ziemeļu rajons","Rīgas Valsts 2. ģimnāzija","KRIŠJĀŅA VALDEMĀRA IELA 1, ZIEMEĻU RAJONS, RĪGA, LV-1013","rp2g@riga.lv","67181225","GUNTIS","VASIĻEVSKIS","Latviešu",810,"riga"
391380,"3913803014","Rīgas Ziemeļu rajons","RTU inženierzinātņu vidusskola","KRONVALDA BULVĀRIS 1, ZIEMEĻU RAJONS, RĪGA, LV-1010","skola@rtu.lv","29803738","SOLVEIGA","MEDNE","Latviešu",24,"riga"
391401,"3914900832","Rīgas Ziemeļu rajons","Rīgas 18. vakara (maiņu) vidusskola","SĪMAŅA IELA 14, ZIEMEĻU RAJONS, RĪGA, LV-1005","r18vmvs@riga.lv","67392570, 67392516","EGĪLS","ROMANOVSKIS","LK",622,"riga"
392501,"3925900830","Rīgas Ziemeļu rajons","Rīgas 66. speciālā vidusskola","KATRĪNAS IELA 4, ZIEMEĻU RAJONS, RĪGA, LV-1045","r66svs@riga.lv","67334007, 67323574","ELITA","GURULI","LK",315,"riga"
121104,"4111901199","Kurzemes reģions","Kuldīgas Alternatīvā sākumskola","PILTENES IELA 25, KULDĪGA, KULDĪGAS NOVADS, LV-3301","alterskola@inbox.lv","63350118, 63350116, 29579026","LORITA","DERMANE","Latviešu",286,"pilseta"
121202,"4112901194","Kurzemes reģions","Ēdoles pamatskola","ĒDOLE, ĒDOLES PAGASTS, KULDĪGAS NOVADS, LV-3310","edoles.skola@inbox.lv","63345142","AIGARS","MATEVIČS","Latviešu",87,"lauki"
121203,"4112901185","Kurzemes reģions","Nīkrāces pamatskola","NĪKRĀCES PAGASTS, SKRUNDAS NOVADS, LV-3320","nikrace.skola@inbox.lv","63354558","ANITA","SEBEŽA","Latviešu",61,"lauki"
121204,"4112901184","Kurzemes reģions","Laidu pamatskola","LAIDI, LAIDU PAGASTS, KULDĪGAS NOVADS, LV-3317","laiduskola@navigator.lv","63354472","ELITA","TISJAKA","Latviešu",67,"lauki"
121207,"4112901183","Kurzemes reģions","Oskara Kalpaka Rudbāržu pamatskola","RUDBĀRŽI, RUDBĀRŽU PAGASTS, SKRUNDAS NOVADS, LV-3324","okrps@kuldiga.lv","63354002","DZINTARS","STRAUTS","Latviešu",55,"lauki"
121209,"4112901179","Kurzemes reģions","Turlavas pamatskola","TURLAVA, TURLAVAS PAGASTS, KULDĪGAS NOVADS, LV-3329","turlavasskola@inbox.lv","63372341","INĀRA","UZULĒNA","Latviešu",71,"lauki"
121210,"4112901178","Kurzemes reģions","Vārmes pamatskola","VĀRME, VĀRMES PAGASTS, KULDĪGAS NOVADS, LV-3333","varmesk@kuldiga.lv","63324284","DAIGA","LAPČINSKA","Latviešu",103,"lauki"
121211,"4112901193","Kurzemes reģions","Vilgāles pamatskola","VILGĀLE, KURMĀLES PAGASTS, KULDĪGAS NOVADS, LV-3332","vilgalesk@kuldiga.lv","63361152","ASTRĪDA","ŠTORHA","Latviešu",85,"lauki"
121213,"4112901203","Kurzemes reģions","Jaunmuižas pamatskola","SKRUNDAS PAGASTS, SKRUNDAS NOVADS, LV-3307","jaunmuiza@e-apollo.lv","63354027","INGA","RENCE-REMTE","Latviešu",20,"lauki"
121215,"4112901848","Kurzemes reģions","Kuldīgas pamatskola","VENTSPILS IELA 16, KULDĪGA, KULDĪGAS NOVADS, LV-3301","kuldigaspamsk@inbox.lv","26407270","VLADIMIRS","PŠEČENKO","Latviešu",245,"pilseta"
121216,"4112902771","Kurzemes reģions","Z.A. Meierovica Kabiles pamatskola","KABILE, KABILES PAGASTS, KULDĪGAS NOVADS, LV-3314","kabileskola@inbox.lv","63354112","LĪGA","BERGMANE","Latviešu",84,"lauki"
121301,"4113901196","Kurzemes reģions","Alsungas vidusskola","SKOLAS IELA 11, ALSUNGA, ALSUNGAS NOVADS, LV-3306","vidusskola@alsunga.lv","63351347","LIJA","BAUMANE","Latviešu",128,"lauki"
121302,"4116901197","Kurzemes reģions","V. Plūdoņa Kuldīgas ģimnāzija","PILTENES IELA 25, KULDĪGA, KULDĪGAS NOVADS, LV-3301",,"63322050","JANA","JANSONE","Latviešu",172,"pilseta"
121303,"4113901191","Kurzemes reģions","Kuldīgas 2. vidusskola","JELGAVAS IELA 62, KULDĪGA, KULDĪGAS NOVADS, LV-3301","kuldiga2vsk@kuldiga.lv","63322351","RUTA","KARLOVIČA","Latviešu",424,"pilseta"
121304,"4113901192","Kurzemes reģions","Kuldīgas Centra vidusskola","MUCENIEKU IELA 6, KULDĪGA, KULDĪGAS NOVADS, LV-3301","kcv@inbox.lv","63323978","BRIGITA","FREIJA","Latviešu",637,"pilseta"
121305,"4113901187","Kurzemes reģions","Skrundas vidusskola","LIEPĀJAS IELA 12, SKRUNDA, SKRUNDAS NOVADS, LV-3326","skrvsk@kuldiga.lv","63331286, 63331287","AINĀRS","ZANKOVSKIS","Latviešu",327,"pilseta"
121309,"4113901189","Kurzemes reģions","Kuldīgas Mākslas un humanitāro zinību vidusskola","PĒTERA IELA 5, KULDĪGA, KULDĪGAS NOVADS, LV-3301","kmhzs@inbox.lv","63322520, 63323460","VALDA","GAURE","Latviešu",263,"pilseta"
122201,"4124901177","Kurzemes reģions","Pelču speciālā internātpamatskola-attīstības centrs","""Saules Stari"", PELČI, PELČU PAGASTS, KULDĪGAS NOVADS, LV-3322","pelci_sk@kuldiga.lv","63326143, 63326138","INĀRA","OĻENA","Latviešu",132,"lauki"
122301,"4123900928","Kurzemes reģions","Rudbāržu internātpamatskola - rehabilitācijas centrs","RUDBĀRŽU PAGASTS, SKRUNDAS NOVADS, LV-3324","rudbarzi.intskola@inbox.lv","20274141","DACE","MICKUS","Latviešu",41,"lauki"
131101,"4111901002","Kurzemes reģions","Grobiņas pagasta sākumskola","OZOLU IELA 1, DUBEŅI, GROBIŅAS PAGASTS, GROBIŅAS NOVADS, LV-3438","sakumskola@grobinasnovads.lv","63430274","DZINTRA","RUDZĪTE","Latviešu",31,"lauki"
131102,"4111903081","Kurzemes reģions","Grobiņas sākumskola","SKOLAS IELA 1, GROBIŅA, GROBIŅAS NOVADS, LV-3430","skola@grobinasnovads.lv","63491187","LAILA","URBĀNE","Latviešu",343,"pilseta"
131202,"4112901323","Kurzemes reģions","Vaiņodes internātpamatskola","RAIŅA IELA 60, VAIŅODE, VAIŅODES PAGASTS, VAIŅODES NOVADS, LV-3435","visk@inbox.lv","63464542","REINIS","ULBERTS","Latviešu",68,"lauki"
131203,"4112901031","Kurzemes reģions","Aizputes pagasta pamatskola","ROKASBIRZE, AIZPUTES PAGASTS, AIZPUTES NOVADS, LV-3456","pamatskola@aizpute.lv","63453201",,,"Latviešu",90,"lauki"
131204,"4112901028","Kurzemes reģions","Apriķu pamatskola","LAŽAS PAGASTS, AIZPUTES NOVADS, LV-3455","apriku_psk@inbox.lv","63453272","VELGA","ĻAUDAMA","Latviešu",41,"lauki"
131205,"4112901030","Kurzemes reģions","Bārtas pamatskola","BĀRTAS PAGASTS, GROBIŅAS NOVADS, LV-3482","bartas.skola@inbox.lv","63430329","ZIGMUNDS","CINKUS","Latviešu",45,"lauki"
131206,"4112901029","Kurzemes reģions","A. Spāģa Dunalkas pamatskola","DUNALKAS PAGASTS, DURBES NOVADS, LV-3452","dunalkaspmsk@durbe.lv","63454115","RITA","JAUNSKUNGA","Latviešu",38,"lauki"
131207,"4112901027","Kurzemes reģions","Dzērves pamatskola","CĪRAVAS PAGASTS, AIZPUTES NOVADS, LV-3453","dzervespamatskola@inbox.lv","63448697 63448706","MAIROLDS","BLŪMS","Latviešu",87,"lauki"
131209,"4112901026","Kurzemes reģions","Gaviezes pamatskola","GAVIEZES PAGASTS, GROBIŅAS NOVADS, LV-3431","gavsk@inbox.lv","63454214 63454618","OSKARS","RUDOVSKIS","Latviešu",48,"lauki"
131210,"4112901016","Kurzemes reģions","Gramzdas pamatskola","SKOLAS IELA 4, GRAMZDA, GRAMZDAS PAGASTS, PRIEKULES NOVADS, LV-3486","gramzda_skola@inbox.lv","63454783","HENRIJS","ĶERUŽIS","Latviešu",52,"lauki"
131211,"4112901018","Kurzemes reģions","Kalētu pamatskola","LIEPU ALEJA 4, KALĒTI, KALĒTU PAGASTS, PRIEKULES NOVADS, LV-3484","kaletuskola@priekulesnovads.lv","63461526","INESE","KUDUMA","Latviešu",84,"lauki"
131212,"4112901020","Kurzemes reģions","Kalvenes pamatskola","SKOLAS IELA 1, KALVENE, KALVENES PAGASTS, AIZPUTES NOVADS, LV-3443","kalvenesskola@inbox.lv","63497148","SKAIDRĪTE","SEGLIŅA","Latviešu",69,"lauki"
131213,"4112901021","Kurzemes reģions","Kapsēdes pamatskola","KAPSĒDE, MEDZES PAGASTS, GROBIŅAS NOVADS, LV-3461","kapsede@kapsede.lv","63490575","KASPARS","POLITERS","Latviešu",101,"lauki"
131214,"4112901019","Kurzemes reģions","Māteru Jura Kazdangas pamatskola","KAZDANGA, KAZDANGAS PAGASTS, AIZPUTES NOVADS, LV-3457","kazdangaspmsk@lrip.asp.lv","63449906","AIJA","DREIMANE","Latviešu",130,"lauki"
131215,"4112901033","Kurzemes reģions","Krotes Kronvalda Ata pamatskola","KROTE, BUNKAS PAGASTS, PRIEKULES NOVADS, LV-3444","krotesskola@priekulesnovads.lv","63453070","SANITA","PĀVILA","Latviešu",86,"lauki"
131216,"4112901024","Kurzemes reģions","Rudes pamatskola","RUDE, OTAŅĶU PAGASTS, NĪCAS NOVADS, LV-3475","rudespmsk@inbox.lv","63407653","INGUNA","LĪBEKA","Latviešu",48,"lauki"
131217,"4112901043","Kurzemes reģions","Sikšņu pamatskola","SIKŠŅI, DUNIKAS PAGASTS, RUCAVAS NOVADS, LV-3480","siksni.p.s@rucava.lv","63453394","SANDRA","MALAKAUSKA","Latviešu",57,"lauki"
131219,"4112901023","Kurzemes reģions","Vērgales pamatskola","VĒRGALE, VĒRGALES PAGASTS, PĀVILOSTAS NOVADS, LV-3463","vergalespmsk@inbox.lv","63490815","GINTS","JURIKS","Latviešu",104,"lauki"
131220,"4112901022","Kurzemes reģions","Virgas pamatskola","GAISMAS, VIRGA, VIRGAS PAGASTS, PRIEKULES NOVADS, LV-3433","virgas-skola@inbox.lv","63454927","MAIRA","RUNE","Latviešu",68,"lauki"
131223,"4112902528","Kurzemes reģions","Rucavas pamatskola","RUCAVA, RUCAVAS PAGASTS, RUCAVAS NOVADS, LV-3477","skola@rucava.lv","63461229","LIENA","TRUMPIKA","Latviešu",70,"lauki"
131301,"4113901044","Kurzemes reģions","Aizputes vidusskola","ZIEDU IELA 7, AIZPUTE, AIZPUTES NOVADS, LV-3456","vidusskola@aizpute.lv","63448251","GUNTA","VĪDNERE","Latviešu",476,"pilseta"
131302,"4113900995","Kurzemes reģions","Ata Kronvalda Durbes vidusskola","SKOLAS IELA 5a, DURBE, DURBES NOVADS, LV-3440","durbesvsk@durbe.lv","63498070","KRISTĪNE","BRUZULE","Latviešu",147,"pilseta"
131304,"4113901000","Kurzemes reģions","Priekules vidusskola","AIZPUTES IELA 1, PRIEKULE, PRIEKULES NOVADS, LV-3434","priekule@anet.lv","63461377","IRINA","TIESNESE","Latviešu",261,"pilseta"
131306,"4113900999","Kurzemes reģions","Vaiņodes vidusskola","AVOTU IELA 4, VAIŅODE, VAIŅODES PAGASTS, VAIŅODES NOVADS, LV-3435","vvskola@inbox.lv","63464423","ZIGMUNDS","MICKUS","Latviešu",242,"lauki"
131307,"4113900998","Kurzemes reģions","Nīcas vidusskola","SKOLAS IELA 14, NĪCA, NĪCAS PAGASTS, NĪCAS NOVADS, LV-3473","nicasskola@gmail.com","63469078","LĀSMA","PETERMANE","Latviešu",198,"lauki"
131311,"4113900994","Kurzemes reģions","Pāvilostas vidusskola","DZINTARU IELA 52, PĀVILOSTA, PĀVILOSTAS NOVADS, LV-3466","vidusskola@pavilosta.lv","63498454","INGŪNA","GRIŠKĒVIČA","Latviešu",123,"pilseta"
131312,"4116902610","Kurzemes reģions","Grobiņas ģimnāzija","SKOLAS IELA 1, GROBIŅA, GROBIŅAS NOVADS, LV-3430","skola@grobinasnovads.lv","63490094","LAILA","URBĀNE","Latviešu",269,"pilseta"
131501,"4115901036","Kurzemes reģions","Aizputes novada Neklātienes vidusskola","ZIEDU IELA 7, AIZPUTE, AIZPUTES NOVADS, LV-3456","taisa.sorokina@inbox.lv","26327677","TAISA","SOROKINA","Latviešu",285,"pilseta"
132202,"4122901035","Kurzemes reģions","Lažas speciālā internātpamatskola","PADURE, LAŽAS PAGASTS, AIZPUTES NOVADS, LV-3456","laza.skola@gmail.com","63449815, 63449813","LINARDS","TIĻUGS","Latviešu",66,"lauki"
132203,"4122901034","Kurzemes reģions","Purmsātu speciālā internātpamatskola","PURMSĀTI, VIRGAS PAGASTS, PRIEKULES NOVADS, LV-3485","purmsatuskola@priekulesnovads.lv","63454904","ANITRA","ŠNEIDERE","Latviešu",53,"lauki"
211201,"4112900014","Kurzemes reģions","Saldus pamatskola","LIELĀ IELA 31/35, SALDUS, SALDUS NOVADS, LV-3801","saldus.pamatskola@saldus.lv","63821262","DACE","BALANDĪNA","Latviešu",376,"pilseta"
211202,"4112901332","Kurzemes reģions","Saldus novada pašvaldības Cieceres internātpamatskola","KALNSĒTAS IELA 13, SALDUS, SALDUS NOVADS, LV-3801","cieceres.internatpamatskola@saldus.lv","63881021","VINETA","VOVERE","Latviešu",248,"pilseta"
211203,"4112900414","Kurzemes reģions","Blīdenes pamatskola","SKOLAS IELA 1, BLĪDENE, BLĪDENES PAGASTS, BROCĒNU NOVADS, LV-3852","blidene.skola@broceni.lv","63864317","RUTA","MUHITDINOVA","Latviešu",84,"lauki"
211204,"4112900078","Kurzemes reģions","Gaiķu pamatskola","GAIĶI, GAIĶU PAGASTS, BROCĒNU NOVADS, LV-3873","gaiki.skola@broceni.lv","63846454","DZINTRA","BĒRTULSONE","Latviešu",45,"lauki"
211206,"4112900411","Kurzemes reģions","Saldus novada pašvaldības Jaunlutriņu pamatskola","MUIŽAS IELA 1, JAUNLUTRIŅI, JAUNLUTRIŅU PAGASTS, SALDUS NOVADS, LV-3876","jaunlutrinu.pamatskola@saldus.lv","63846667","ILZE","LĀCE","Latviešu",70,"lauki"
211207,"4112900413","Kurzemes reģions","Saldus novada pašvaldības Kursīšu pamatskola","KURSĪŠI, KURSĪŠU PAGASTS, SALDUS NOVADS, LV-3890","kursisu.skola@saldus.lv","63846687, 63846723","IRĒNA","LAGŪNA","Latviešu",74,"lauki"
211208,"4112900012","Kurzemes reģions","Saldus novada pašvaldības Lutriņu pamatskola","SKOLAS IELA 1, LUTRIŅI, LUTRIŅU PAGASTS, SALDUS NOVADS, LV-3861","lutrinu.pamatskola@saldus.lv","63831367","INGA","VOROBJOVA","Latviešu",81,"lauki"
211209,"4112900412","Kurzemes reģions","Saldus novada pašvaldības Nīgrandes pamatskola","VENTAS IELA 1, NĪGRANDE, NĪGRANDES PAGASTS, SALDUS NOVADS, LV-3899","nigrandes.pamatskola@saldus.lv","63864172","INETA","GANGNUSA","Latviešu",93,"lauki"
211210,"4112900409","Kurzemes reģions","Saldus novada pašvaldības Pampāļu pamatskola","PAMPĀĻI, PAMPĀĻU PAGASTS, SALDUS NOVADS, LV-3882","pampalu.pamatskola@saldus.lv","29428727","INGRĪDA","VANAGA","Latviešu",59,"lauki"
211211,"4112900013","Kurzemes reģions","Remtes pamatskola","""Remtes pils"", REMTE, REMTES PAGASTS, BROCĒNU NOVADS, LV-3871","remte.skola@broceni.lv","63846898, 29175620","TĀLIS","ZUJS","Latviešu",39,"lauki"
211212,"4112900627","Kurzemes reģions","Saldus novada pašvaldības Rubas pamatskola","RUBAS PAGASTS, SALDUS NOVADS, LV-3894","rubas.pamatskola@saldus.lv","63825665, 63825631","INITA","VOLBERGA","Latviešu",103,"lauki"
211214,"4112901052","Kurzemes reģions","Saldus novada pašvaldības Striķu pamatskola","STRIĶI, ZVĀRDES PAGASTS, SALDUS NOVADS, LV-3883","striku.pamatskola@saldus.lv","26183753","DAINA","ZANDBERGA","Latviešu",70,"lauki"
211217,"4112901264","Kurzemes reģions","Saldus novada pašvaldības Zirņu pamatskola","ZIRŅI, ZIRŅU PAGASTS, SALDUS NOVADS, LV-3853","zirnu.pamatskola@saldus.lv","63846183","IVETA","BĒRZIŅA","Latviešu",95,"lauki"
211302,"4113900420","Kurzemes reģions","Saldus 2. vidusskola","J. ROZENTĀLA IELA 19, SALDUS, SALDUS NOVADS, LV-3801","saldus.2vidusskola@saldus.lv","63881007","INGA","MANKUS","Latviešu",417,"lauki"
211303,"4113901049","Kurzemes reģions","Brocēnu vidusskola","EZERA IELA 6, BROCĒNI, BROCĒNU NOVADS, LV-3851","broceni.skola@broceni.lv","63865605","EGONS","VALTERS","Latviešu",554,"pilseta"
211304,"4113901051","Kurzemes reģions","Saldus novada pašvaldības Ezeres vidusskola","EZERE, EZERES PAGASTS, SALDUS NOVADS, LV-3891","ezeres.vidusskola@saldus.lv","63842284","INĀRA","RIEŽNIECE","Latviešu",117,"lauki"
211305,"4113900416","Kurzemes reģions","Saldus novada pašvaldības Kalnu vidusskola","KALNU IELA 2, KALNI, NĪGRANDES PAGASTS, SALDUS NOVADS, LV-3898","kalnu.vidusskola@saldus.lv","63842501","ZENTA","KLAIPA","Latviešu",120,"lauki"
211306,"4113900415","Kurzemes reģions","Saldus novada pašvaldības Druvas vidusskola","SKOLAS IELA 2, DRUVA, SALDUS PAGASTS, SALDUS NOVADS, LV-3862","skola@druva.lv","63839440, 63839490, 63839492","SERGEJS","BEĻKEVIČS","Latviešu",301,"lauki"
211307,"4113900155","Kurzemes reģions","Saldus 1. vidusskola","KULDĪGAS IELA 3, SALDUS, SALDUS NOVADS, LV-3801","saldus.1vidusskola@saldus.lv","63807017, 26188770, 63807018","INESA","ROLE","Latviešu",340,"pilseta"
211401,"4114900079","Kurzemes reģions","Saldus Vakara vidusskola","DĀRZA IELA 13, SALDUS, SALDUS NOVADS, LV-3801","saldus.vakarskola@saldus.lv","63822338, 63822378, 63822358","DŽINETA","RUBULE","Latviešu",118,"pilseta"
212201,"4122901053","Kurzemes reģions","Saldus novada pašvaldības Rubas speciālā internātpamatskola","RUBAS PAGASTS, SALDUS NOVADS, LV-3894","rubas.internatpamatskola@saldus.lv","63825535","SANDRA","STATKUS","Latviešu",31,"lauki"
221109,"4111900602","Kurzemes reģions","Lībagu sākumskola","DIŽSTENDE, LĪBAGU PAGASTS, TALSU NOVADS, LV-3258","libagusakumskola@talsi.lv","63291267","VĒSMA","GAIZIŅA","Latviešu",55,"lauki"
221110,"4111900592","Kurzemes reģions","Talsu sākumskola","BRĪVĪBAS IELA 29, TALSI, TALSU NOVADS, LV-3201","talsussk@apollo.lv","63291862, 63291861, 63291860","RAIMONDA","BELICKA","Latviešu",316,"pilseta"
221201,"4112900610","Kurzemes reģions","Stendes pamatskola","BRĪVĪBAS IELA 15, STENDE, TALSU NOVADS, LV-3257","skolzinas@stendesskola.lv","63291645","IVETA","FREIMANE","Latviešu",68,"pilseta"
221202,"4112900593","Kurzemes reģions","Talsu pamatskola","GAISMAS IELA 1, TALSI, TALSU NOVADS, LV-3201","talsupsk@e-apollo.lv","63291840","DINA","BIČULE","Latviešu",229,"pilseta"
221204,"4112900615","Kurzemes reģions","Kolkas pamatskola","KOLKA, KOLKAS PAGASTS, DUNDAGAS NOVADS, LV-3275","kolkapsk@dundaga.lv","63220576","ANTRA","LAUKŠTEINE","Latviešu",61,"lauki"
221206,"4112900594","Kurzemes reģions","Laucienes pamatskola","LAUCIENE, LAUCIENES PAGASTS, TALSU NOVADS, LV-3285","laucpsk@inbox.lv","63291459 63291469","SIGNETA","ŠVEIDUKA","Latviešu",165,"lauki"
221207,"4112900595","Kurzemes reģions","Pastendes pamatskola","SKOLAS IELA 1, PASTENDE, ĢIBUĻU PAGASTS, TALSU NOVADS, LV-3251","pastendeps@tnet.lv","63221128","LELDE","HODJAČIKA","Latviešu",120,"lauki"
221208,"4112900612","Kurzemes reģions","Pūņu pamatskola","PŪŅAS, VALDGALES PAGASTS, TALSU NOVADS, LV-3253","punupamatskola@talsi.lv","63222935","IRĒNA","OLEKŠA","Latviešu",93,"lauki"
221211,"4112900614","Kurzemes reģions","Virbu pamatskola","SKOLAS IELA 1, JAUNPAGASTS, VIRBU PAGASTS, TALSU NOVADS, LV-3292","virbupamatskola@talsi.lv","63252383","SANDRA","BREMANE","Latviešu",101,"lauki"
221214,"4112902872","Kurzemes reģions","Vandzenes pamatskola","VANDZENES SKOLA, VANDZENES PAGASTS, TALSU NOVADS, LV-3281","vandzvsk@inbox.lv","63225081","JANA","JAŅPĒTERE","Latviešu",84,"lauki"
221301,"4113900621","Kurzemes reģions","Dundagas vidusskola","TALSU IELA 18, DUNDAGA, DUNDAGAS PAGASTS, DUNDAGAS NOVADS, LV-3270","sekretare@skola.dundaga.lv","63232192","AIGA","ŠTRAUSA","Latviešu",314,"lauki"
